slug,route,source_file,title,date,year,publication,article_category,collections,publication_status,editorial_issue_type,canonical_file,production_title,book_author,publisher,subject_people,company,venue,city,coordinates,people,roles,production_groups,media,word_count
2010-05-08-owners-of-some-lonely-hearts-waiting-for-the-parade-a-tale-of-women-and-war,/reviews/2010-05-08-owners-of-some-lonely-hearts-waiting-for-the-parade-a-tale-of-women-and-war/,2010.05.08.National_Post.Owners_Of_Some_Lonely_Hearts_Waiting_For_The_Parade_A_Tale_Of_Women_And_War.md,Owners Of Some Lonely Hearts; Waiting for the Parade A Tale Of Women And War,2010-05-08,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Waiting for the Parade,,,,Soulpepper Theatre Company,Young Centre for the Performing Arts,Toronto,"[""43.6503"", ""-79.3595""]","[""Deborah Drakeford"", ""Fiona Byrne"", ""John Murrell"", ""Joseph Ziegler"", ""Krystin Pellerin"", ""Michelle Monteith"", ""Nancy Palk"", ""Robert McCollum""]","{""director"": [""Joseph Ziegler""], ""actors"": [""Nancy Palk"", ""Deborah Drakeford"", ""Krystin Pellerin"", ""Michelle Monteith"", ""Fiona Byrne""], ""playwright"": [""John Murrell""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [""Robert McCollum""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],812
2010-05-12-monster-s-call,/reviews/2010-05-12-monster-s-call/,2010.05.12.National_Post.Monsters_call.md,Monster's Call,2010-05-12,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Frankenstein,,,,Catalyst Theatre,Bluma Appel Theatre,Toronto,"[""43.6474"", ""-79.3752""]","[""Andrew Kushnir"", ""Bretta Gerecke"", ""George Szigalyi"", ""Jonathan Christenson"", ""Mary Shelley""]","{""director"": [""Jonathan Christenson""], ""actors"": [""Andrew Kushnir"", ""George Szigalyi""], ""playwright"": [""Mary Shelley"", ""Jonathan Christenson""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Bretta Gerecke""], ""costume_designer"": [""Bretta Gerecke""], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],549
2010-05-13-with-song-titles-like-these-who-needs-a-plot,/reviews/2010-05-13-with-song-titles-like-these-who-needs-a-plot/,2010.05.13.National_Post.With_Song_Titles_Like_These_Who_Needs_A_Plot.md,"With Song Titles Like These, Who Needs A Plot?",2010-05-13,2010,National Post,Musical Review,"[""The Musical Collection""]",publish,,,Rock Of Ages,,,,Mirvish Productions,Royal Alexandra Theatre,Toronto,"[""43.6474"", ""-79.3876""]","[""Aaron Walpole"", ""Beowulf Borritt"", ""Chris D'Arienzo"", ""Cody Scott Lancaster"", ""David Keeley"", ""Elicia MacKenzie"", ""Kristin Hanggi"", ""Victor"", ""Yvan Pednault""]","{""director"": [""Kristin Hanggi""], ""actors"": [""David Keeley"", ""Victor"", ""Cody Scott Lancaster"", ""Yvan Pednault"", ""Elicia MacKenzie"", ""Aaron Walpole""], ""playwright"": [""Chris D'Arienzo""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Beowulf Borritt""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],938
2010-05-15-authentic-voice-lends-depth-to-teen-trials-hannah-moscovitch-has-another-winner,/reviews/2010-05-15-authentic-voice-lends-depth-to-teen-trials-hannah-moscovitch-has-another-winner/,2010.05.15.National_Post.Authentic_Voice_Lends_Depth_To_Teen_Trials_Hannah_Moscovitch_Has_Another_Wi.md,Authentic Voice Lends Depth To Teen Trials; Hannah Moscovitch Has Another Winner,2010-05-15,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,In This World,,,,Youtheatre,Lorraine Kimsa Theatre for Young People,Toronto,"[""43.6505"", ""-79.3683""]","[""Hannah Cheesman"", ""Hannah Moscovitch"", ""Michel Lefebvre"", ""Renaud Pettigrew"", ""Sharon James"", ""Veronique Bertrand""]","{""director"": [""Michel Lefebvre""], ""actors"": [""Sharon James"", ""Hannah Cheesman""], ""playwright"": [""Hannah Moscovitch""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Veronique Bertrand""], ""costume_designer"": [], ""lighting_designer"": [""Renaud Pettigrew""], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],749
2010-05-19-dallas-cowboys-the-good-guys-are-partners-in-comedic-crime-fighting,/reviews/2010-05-19-dallas-cowboys-the-good-guys-are-partners-in-comedic-crime-fighting/,2010.05.19.National_Post.Dallas_Cowboys_The_Good_Guys_Are_Partners_In_Comedic_Crime-Fighting.md,Dallas Cowboys; The Good Guys Are Partners In Comedic Crime-Fighting,2010-05-19,2010,National Post,Television Review,"[""The Television Collection""]",publish,,,The Good Guys,,,,,,,[],"[""Bradley Whitford"", ""Colin Hanks"", ""Diana Maria Riva"", ""Jenny Wade""]","{""director"": [], ""actors"": [""Bradley Whitford"", ""Colin Hanks"", ""Diana Maria Riva"", ""Jenny Wade""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],862
2010-05-21-productions-hands-on-and-off-red-deals-with-the-practicalities-of-art,/reviews/2010-05-21-productions-hands-on-and-off-red-deals-with-the-practicalities-of-art/,2010.05.21.National Post.Red.md,Productions; Hands-On And-Off; Red Deals With The Practicalities Of Art,2010-05-21,2010,National Post,Theatre Review,[],publish,,,Red / A Behanding in Spokane / Our Town,,,,,Golden Theatre,New York,[],"[""Alfred Molina"", ""Anthony Mackie"", ""Christopher Oram"", ""Christopher Walken"", ""Eddie Redmayne"", ""John Logan"", ""Martin McDonagh"", ""Michael Grandage"", ""Michael Shannon"", ""Sam Rockwell"", ""Thornton Wilder""]","{""director"": [""Michael Grandage""], ""actors"": [""Alfred Molina"", ""Eddie Redmayne"", ""Christopher Walken"", ""Sam Rockwell"", ""Anthony Mackie"", ""Michael Shannon""], ""playwright"": [""John Logan"", ""Martin McDonagh"", ""Thornton Wilder""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Christopher Oram""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1081
2010-05-22-a-fear-of-death-and-what-comes-after-it-where-s-my-money-and-la-sagouine,/reviews/2010-05-22-a-fear-of-death-and-what-comes-after-it-where-s-my-money-and-la-sagouine/,2010.05.22.National_Post.A_Fear_Of_Death_And_What_Comes_After_It_WhereS_My_Money_And_La_Sagouine_Tac.md,"A Fear Of Death, And What Comes After It; Where''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''s My Money? And La Sagouine",2010-05-22,2010,National Post,Theatre Review,[],publish,,,Where''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''s My Money? / La Sagouine,,,,,Pia Bouman Studio Theatre; Berkeley Street Theatre Downstairs,Toronto,[],"[""Anna Hardwick"", ""Antonine Maillet"", ""David Ferry"", ""Ingrid Rae Doucet"", ""John Cleland"", ""John Patrick Shanley"", ""Mary Francis Moore"", ""Michael Kash"", ""Viola Leger""]","{""director"": [""David Ferry""], ""actors"": [""Ingrid Rae Doucet"", ""Michael Kash"", ""John Cleland"", ""Mary Francis Moore"", ""Anna Hardwick"", ""Viola Leger""], ""playwright"": [""John Patrick Shanley"", ""Antonine Maillet""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Where''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''s My Money?"", ""venue"": [""Pia Bouman Studio Theatre""], ""playwright"": [""John Patrick Shanley""]}, {""order"": ""2"", ""production_title"": ""La Sagouine"", ""venue"": [""Berkeley Street Theatre Downstairs""], ""playwright"": [""Antonine Maillet""], ""actors"": [""Viola Leger""]}]",[],945
2010-05-26-bye-bye-bauer,/reviews/2010-05-26-bye-bye-bauer/,2010.05.26.Cushman_Collected.Bye_Bye_Bauer.md,"Bye Bye, Bauer",2010-05-26,2010,National Post,Television Review,"[""The Television Collection""]",publish,,,24; Lost,,,,,,,[],"[""Annie Wersching"", ""Cherry Jones"", ""Kiefer Sutherland"", ""Mary Lynn Rajskub""]","{""director"": [], ""actors"": [""Kiefer Sutherland"", ""Mary Lynn Rajskub"", ""Cherry Jones"", ""Annie Wersching""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],869
2010-05-26-bye-bye-bauer-after-eight-seasons-24-goes-out-on-a-high-note,/reviews/2010-05-26-bye-bye-bauer-after-eight-seasons-24-goes-out-on-a-high-note/,2010.05.26.National_Post.Bye_Bye_Bauer_After_Eight_Seasons_24_Goes_Out_On_A_High_Note.md,"Bye Bye, Bauer; After Eight Seasons, 24 Goes Out On A High Note",2010-05-26,2010,National Post,Television Review,"[""The Television Collection""]",publish,,,24,,,,Fox,,,[],"[""Annie Wersching"", ""Cherry Jones"", ""Gregory Itzin"", ""Kiefer Sutherland"", ""Mary Lynn Rajskub""]","{""director"": [], ""actors"": [""Kiefer Sutherland"", ""Cherry Jones"", ""Gregory Itzin"", ""Mary Lynn Rajskub"", ""Annie Wersching""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],892
2010-05-29-finding-strength-in-weaknesses-shaw-s-staging-of-an-ideal-husband-is-one-of-the-play-s-best,/reviews/2010-05-29-finding-strength-in-weaknesses-shaw-s-staging-of-an-ideal-husband-is-one-of-the-play-s-best/,2010.05.29.National_Post.Finding_Strength_In_Weaknesses_ShawS_Staging_Of_An_Ideal_Husband_Is_One_Of_.md,Finding Strength In Weaknesses; Shaw's Staging Of An Ideal Husband Is One Of The Play's Best,2010-05-29,2010,National Post,Theatre Review,"[""The Shaw Collection""]",publish,,,An Ideal Husband,,,,Shaw Festival,Festival Theatre,Niagara-on-the-Lake,"[""43.252"", ""-79.0677""]","[""Ali Momen"", ""Catherine McGregor"", ""Jackie Maxwell"", ""John Gzowski"", ""Judith Bowden"", ""Lorne Kennedy"", ""Marla McLean"", ""Moya O'Connell"", ""Oscar Wilde"", ""Patrick Galligan"", ""Steven Sutcliffe""]","{""director"": [""Jackie Maxwell""], ""actors"": [""Steven Sutcliffe"", ""Patrick Galligan"", ""Catherine McGregor"", ""Moya O'Connell"", ""Marla McLean"", ""Lorne Kennedy"", ""Ali Momen""], ""playwright"": [""Oscar Wilde""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Judith Bowden""], ""costume_designer"": [""Judith Bowden""], ""lighting_designer"": [], ""sound_designer"": [""John Gzowski""], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],982
2010-06-05-what-good-is-reality-anyway-shaw-s-season-strong-with-the-cherry-orchard,/reviews/2010-06-05-what-good-is-reality-anyway-shaw-s-season-strong-with-the-cherry-orchard/,2010.06.05.National_Post.What_Good_Is_Reality_Anyway_ShawS_Season_Strong_With_The_Cherry_Orchard_And.md,"What Good Is Reality, Anyway?; Shaw''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''s Season Strong With The Cherry Orchard",2010-06-05,2010,National Post,Theatre Review,"[""The Shaw Collection""]",publish,,,The Cherry Orchard / Harvey,,,,Shaw Festival,Court House Theatre,Niagara-on-the-Lake,"[""43.2557"", ""-79.0711""]","[""Al Kozlik"", ""Anton Chekhov"", ""Benedict Campbell"", ""Diana Donnelly"", ""Gabrielle Jones"", ""Gord Rand"", ""Gray Powell"", ""Jason Byrne"", ""Jim Mezon"", ""Joseph Ziegler"", ""Julie Martell"", ""Laurie Paton"", ""Mark Uhre"", ""Mary Chase"", ""Mary Haney"", ""Neil Barclay"", ""Norman Browning"", ""Peter Hartwell"", ""Peter Krantz"", ""Severn Thompson"", ""Sue LePage""]","{""director"": [""Jason Byrne"", ""Joseph Ziegler""], ""actors"": [""Laurie Paton"", ""Benedict Campbell"", ""Gray Powell"", ""Al Kozlik"", ""Norman Browning"", ""Julie Martell"", ""Gabrielle Jones"", ""Jim Mezon"", ""Gord Rand"", ""Severn Thompson"", ""Diana Donnelly"", ""Mark Uhre"", ""Mary Haney"", ""Neil Barclay"", ""Peter Krantz""], ""playwright"": [""Anton Chekhov"", ""Mary Chase""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Peter Hartwell"", ""Sue LePage""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Cherry Orchard"", ""director"": [""Jason Byrne""], ""playwright"": [""Anton Chekhov""], ""set_designer"": [""Peter Hartwell""], ""actors"": [""Laurie Paton"", ""Benedict Campbell"", ""Al Kozlik"", ""Julie Martell"", ""Gabrielle Jones"", ""Jim Mezon"", ""Gord Rand"", ""Severn Thompson"", ""Mark Uhre"", ""Neil Barclay""]}, {""order"": ""2"", ""production_title"": ""Harvey"", ""director"": [""Joseph Ziegler""], ""playwright"": [""Mary Chase""], ""set_designer"": [""Sue LePage""], ""actors"": [""Gray Powell"", ""Norman Browning"", ""Diana Donnelly"", ""Mary Haney"", ""Peter Krantz""]}]",[],945
2010-06-09-all-together-now,/reviews/2010-06-09-all-together-now/,2010.06.09.National_Post.All_Together_Now.md,All Together Now,2010-06-09,2010,National Post,Theatre Review,"[""The Stratford Collection"", ""The Shakespeare Collection""]",publish,,,As You Like It,,,,Stratford Festival,Festival Theatre,"Stratford, Ontario","[""43.3744"", ""-80.9686""]","[""Andrea Runge"", ""Ben Carlson"", ""Brent Carver"", ""Brian Tree"", ""Cara Ricketts"", ""Dalal Badr"", ""Dan Chameroy"", ""Debra Hanson"", ""Des McAnuff"", ""Ian Lake"", ""Lucy Peacock"", ""Paul Nolan"", ""Randy Hughson"", ""Roy Lewis"", ""Tom Rooney"", ""Victor Ertmannis"", ""William Shakespeare""]","{""director"": [""Des McAnuff""], ""actors"": [""Andrea Runge"", ""Cara Ricketts"", ""Paul Nolan"", ""Brent Carver"", ""Ben Carlson"", ""Lucy Peacock"", ""Randy Hughson"", ""Ian Lake"", ""Dalal Badr"", ""Tom Rooney"", ""Brian Tree"", ""Dan Chameroy"", ""Roy Lewis"", ""Victor Ertmannis""], ""playwright"": [""William Shakespeare""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Debra Hanson""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],970
